node_id,video_id,title,views,likes,comments,timestamp,category_id,category_name,source_type
2022,2KeYzdIp8GY,"[스포츠클래식 LIVE] 2025 KBO리그 데일리 야구 리뷰 [한화 악몽 또 만든 수비왕 박해민 / KIA 승리, 그러나  김도영 부상이 걱정 / 롯데 감보아 첫 등판 결과는?]",11136,413,4,1748412004,17,Unknown,키워드:리뷰
2023,c2eIsxtEL5s,[5.27 리뷰] 한화만 만나면 날아오른다! 임찬규 & 박해민 콜라보 활약🔥,6026,187,10,1748412004,17,Unknown,키워드:리뷰
2024,klEAx_YVkC0,더운 여름신상 스타일 코디법❤️5월27일 실시간방송🌿 베이직스토리101 #동대문 #코디법 #여름옷추천 #옷가게 #여름코디 #여성옷코디 #의류 #쇼핑 #도매 #여름신상 #여름코디법,10346,131,0,1748412005,24,Unknown,키워드:코디
2025,f8k0wwPfswo,145기 스라벨 코디 추천 [메이플 코디],969,43,12,1748412005,20,Gaming,키워드:코디
2026,hia93-3Ha0k,따라만 입어도 호감300% 남자여름코디,9726,204,29,1748412005,26,Unknown,키워드:코디
2027,sD9n5ij4XzM,메이플랜드 [헬스]  150 비숍 혼테일 자쿰 하는방법 알려드림,616,4,0,1748412006,20,Gaming,키워드:헬스
2028,Qjunt79No4I,지금은 근육으로 노래하는 어떤 사람의 변천사 #헬스,1175,9,1,1748412006,24,Unknown,키워드:헬스
2029,iUFwjVuC3Xw,혼자 다이어트 못 하겠다……#다이어트 #다이어트브이로그 #다이어트캠프 #다이어트캠프일상#다이어트캠프브이로그,1177,7,2,1748412008,22,Unknown,키워드:브이로그
2030,IO9qcBYEbIc,[오타쿠 브이로그] 최애 생일상 차리고 가챠 뽑고 키링 만들자 영원히  | 은혼 · 사카데이 · 모브사이코 · 코이세이오 · 익스파이어드걸,978,0,16,1748412008,22,Unknown,키워드:브이로그
2031,DApeA1Fd_gI,나고야5탄) 77세 사장님의 200kg 리어카라멘 10그릇 먹었더니 주민분들이 놀라셨어요😂,3024568,76564,2854,1748433603,22,Unknown,전체인기
2032,bmYKOH6xrXk,유학도중 말없이 본가 가봄,72704,2045,72,1748433603,22,Unknown,전체인기
2033,HCa5YJ0S9_Y,39kg 왕멸치 감금.. 살찌우기 프로젝트 With. 이희태,1209248,25408,2601,1748433603,23,Unknown,전체인기
2034,NNLXcgeArOY,마늘쫑으로 장아찌 그만 담으시고 많이 말려두세요!! 건강한 일년 밑반찬걱정 사라집니다/마늘쫑나물 Garlic sprout,150953,1378,62,1748433603,22,Unknown,전체인기
2035,Z64fifFDu-U,대창 2000g으로 전 튀기기,486338,5420,508,1748433603,22,Unknown,전체인기
2036,31nFSrB3CtY,석구오빠랑 데이트 했어요……🦊💓🧌……….,833964,35576,4298,1748433603,22,Unknown,전체인기
2037,z1PLfpK6eQU,체스터 FC 회식 사진 유출 EP.2,218891,2505,291,1748433604,20,Gaming,게임인기
2038,-gE8z1cJbRM,킹피스 대규모 업데이트! 신규 열매에 종족 싹 다 각성 도전! [로블록스],52994,686,92,1748433604,20,Gaming,게임인기
2039,Y_3vCgMWXc0,진짜 핵을 쏘는 436스택 영웅 티라노,81161,460,54,1748433604,20,Gaming,게임인기
2040,CjUBIfleP-8,혁이와 1000일이라니~~~💗 | 무신사 뷰티 페스타 • 사랑해요❤️💛 코시에로 • 입생로랑 립 오일 • 카비시 • 헬로우선라이즈 모자,7529,168,36,1748433605,24,Unknown,키워드:뷰티
2041,U6UqLwDm-D4,-(으)러 Vs -(으)려고 #korean #한국어학원 #epsnewmodel #soalepstopik,1529,54,0,1748433606,24,Unknown,키워드:학원
2042,As1hm8T8kxM,미미댄스학윈은 사교 댄스 전문학원 초보자 수강생 상시 모집중 문의 ☎️ 방지숙 원장 010-4139-7014,13,6,0,1748433606,26,Unknown,키워드:학원
2043,2eNKsIOE0tY,"전국 최대 규모 기숙학원, 직접 가봤습니다! | 시대인재N 기숙",1984,61,19,1748433606,27,Unknown,키워드:학원
2044,MIQ2ZPJX_Wg,경희체력학원 1관 PST 경찰순환식체력 #경찰 #경찰체력 #경찰관 #경찰청 #경찰국 #경찰대 #경시생 #순환식체력 #pst #경간부 #경찰간부 #경위공채 #경찰헌법 #경찰모드,119,1,1,1748433606,22,Unknown,키워드:학원
2045,82jg6Oqu83U,#아린음악학원 김*아 #10월의어느멋진날에 #초등부 #초등부피아노 #피아노 #피아노연주 #piano #music #ccm,2,1,0,1748433606,22,Unknown,키워드:학원
2046,N1S1CC5S5c4,TACOS 🌮🌮 MUKBANG 먹방  |LIKING MY NEW GLASSES,45,14,14,1748433607,22,Unknown,키워드:먹방
2047,PlPJO-CrAs8,"요즘 사람들이 연어 먹는 방법,, 날치알 연어마요! 연어마요국수 먹방! Salmon Mayo 🐟 Raw Salmon & Salmon Noodles",13867,0,15,1748433607,24,Unknown,키워드:먹방
2048,4aC3aik-Oz4,사이판 산더미 랍스터 먹방 코코넛랍스터 칠리랍스터 해물탕면 크랩소스 볶음밥 참치회 타가소주 한식당 마나가하섬 한강라면 호텔 조식뷔페  korean mukbang eatingshow,36318,1474,56,1748433607,24,Unknown,키워드:먹방
2049,8YSYlNg1AE4,"나고야6탄) 일본 400년된 시장 길거리음식 다 털었습니다🔥 인생 타코야끼, 세계1등 피자, 야끼소바 먹방",510744,20152,662,1748433607,22,Unknown,키워드:먹방
2050,juttxqTlRO8,이번 맵부심대회는 면상호가 우승했습니다 매운먹방 I won the Korean spicy food eating contest,21191,850,98,1748433607,22,Unknown,키워드:먹방
2051,1A6cXNh3gII,"🔴속보 | “윤(상현) 어게인”에 “선거운동 중단!”..한동훈에 ""배신자!"" | SBS 실시간 LIVE",49449,508,90,1748433608,25,News & Politics,키워드:속보
2052,Vf_VkKyGQQE,[속보] 개혁신당 이준석 대선 후보 긴급 기자회견...'대선 단일화' 최종 입장 발표/2025년 5월 27일(화)/KBS,1005579,4799,144,1748433608,25,News & Politics,키워드:속보
2053,4_lF3Q7jZws,【속보】 🔥우지 전설의 전당 스킨 출시!🔥 (가격·일러스트·인게임),6675,23,49,1748433608,20,Gaming,키워드:속보
2054,HO-eMUZskxc,"[역전의용사들][속보] 이준석 극혐발언 대선토론 ""발칵” 이재명 흔들리지 않고 ""따박따박” (전계완 신용한 오창익 조성)",72428,7438,562,1748433608,25,News & Politics,키워드:속보
2055,hKUviPG5f5k,[🔴속보] 김건희 수행비서 노트북 찾아낸 검찰…오리무중 '명품 가방' 행방 드러날까 / 연합뉴스TV(YonhapnewsTV),50917,823,4,1748433608,25,News & Politics,키워드:속보
2056,53yZIG0MTHA,🔴(속보) MBC 난리났다2 매국 좀비 난동! 이잼 절대지켜! 이재명 대선 후보 정치 분야 3차 대선 토론회 현장 라이브 #이재명 #김문수 #이준석 #대선 #단일화,11495,1974,6,1748433608,25,News & Politics,키워드:속보
2057,JhJNmSwlvR4,[🔴충격속보] 윤석열과 단절하겠냐는 질문에 김문수의 반응..? / 조경태 보이콧의 의미,26639,5490,182,1748433608,24,Unknown,키워드:속보
2058,L309i7zrP40,"[역전의용사들][속보] 이준석 극혐발언 대선토론 ""발칵” 이재명 흔들리지 않고 ""따박따박” (전계완 신용한 오창익 조성은)",193323,16494,418,1748433608,25,News & Politics,키워드:속보
2059,9c3sZEuuf8U,"[진원생명과학 주가전망] 3분전 긴급 속보 박영근 인터뷰 中 ""저평가 됐다"" ""2020년 가격이 최소 기본가격"" #진원생명과학 #진원생명과학주가전망 #진원생명과학주가",1949,16,0,1748433608,25,News & Politics,키워드:속보
2060,T6OmTJ2dUXA,"[속보] 경찰, ‘내란 혐의’ 한덕수·최상목 출국금지 - [MBC 뉴스속보] MBC뉴스 2025년 05월 27일",577843,14017,43,1748433608,25,News & Politics,키워드:속보
2061,xtt4UAfZGIY,[솔레이어코인] 🔥긴급 속보🔥고생 끝!! 미친호재떴다!!#솔레이어 #솔레이어전망 #솔레이어코인목표가 #솔레이어코인전망 #솔레이어호재,1308,0,0,1748433608,27,Unknown,키워드:속보
2062,xYnzRxwYyP4,"[🔴속보] 김문수, 막판 집토끼 잡기…'텃밭' TK·PK서 재차 유세 / 연합뉴스TV(YonhapnewsTV)",3037,54,2,1748433608,25,News & Politics,키워드:속보
2063,FEAy-h2b5Wo,다크엘릭서 도전 추천덱 #clashroyale #초보덱 #온라인게임 #추천덱 #모바일게임 #랭커덱 #clash #덱추천,349,1,0,1748433608,20,Gaming,키워드:게임추천
2064,v1imCmValko,포켓몬 비슷한 애들로 주사위굴려서 싸우는 게임 | 스팀 게임 추천 | 스게추,0,0,0,1748433608,20,Gaming,키워드:게임추천
2065,NfunNdWLk1k,▣─▶ 릴게임추천 ◀─▣ 🧜 강원랜드블랙잭 🌎 빠찡코 🌱 상어야릴게임 🍆 버팔로대박 💎,1,0,1,1748433608,22,Unknown,키워드:게임추천
2066,ZOWdH3JSVjM,플스 초특급 세일 떴다!!!🎉 Days Of Play 역대 최저가&첫 할인 AAA급 게임 추천,19050,418,81,1748433608,20,Gaming,키워드:게임추천
2067,mUEKFFkFvYw,할만한 게임 추천드립니다!! RPG 요소 듬뿍 담긴 모바일게임 추천 7가지 !!,215,5,1,1748433608,20,Gaming,키워드:게임추천
2068,XMjlmQ8LPIM,로블록스 시참 게임 추천도 받아요!!,2,0,0,1748433608,22,Unknown,키워드:게임추천
2069,TXYpg7U-1ZQ,게임 추천좀,11,1,0,1748433608,20,Gaming,키워드:게임추천
2070,LB5LqdivfHY,[신작 모바일게임] 넷마블 신작 판타지 수집형 RPG '몬길: 스타 다이브' (MONGIL: STAR DIVE) '조사 요청' 퀘스트 영상. 출시예정 3D 애니메이션 ARPG 게임,315,7,3,1748433608,20,Gaming,키워드:게임추천
2071,89nydbK7gAc,릴게임  ▶다양한 이벤트 ▶안전 릴게임 추천,2,0,0,1748433608,22,Unknown,키워드:게임추천
2072,ig21udDkrzo,다크엘릭서 도전 덱추천!! 진화마녀! #clashroyale #초보덱 #게임 #추천덱 #모바일게임 #랭커덱 #clash #덱추천,981,3,0,1748433608,20,Gaming,키워드:게임추천
2073,sbvnz-M9lkI,[겜톡톡]로블록스 게임 추천 이벤트(~05.26) 당첨자 추첨🏆,356,1,0,1748433608,24,Unknown,키워드:게임추천
2074,1hKJHPSm8g8,▣─▶ 릴게임추천 ◀─▣ 🏻 릴게임야마토 🧬 릴게임다운로드 ☘️ 바다이야기꽁머니 🌟 온라인야마토게임 🐟,1,0,1,1748433608,22,Unknown,키워드:게임추천
2075,MyKgZgVl2eo,인기 쩌는 AAA급 게임 역대 최저가 할인에다가 종류도 많다! 건져가는 재미의 스팀 할인 게임 추천,24032,509,23,1748433608,20,Gaming,키워드:게임추천
2076,zOasxuolgUc,"한번 맛보니까 멈출 수가 없네요... [팡이요,  메이플스토리]",217209,2681,283,1748455203,20,Gaming,게임인기
2077,5hYPHMeLeqY,친구야 ?! 아니면..!!!,295054,6369,1520,1748455203,20,Gaming,게임인기
2078,ajBeBgXcfMs,감스트 본캐 드디어 대한민국 시작합니다,255591,1945,246,1748455203,20,Gaming,게임인기
2079,TZkFcOJF4zw,"무려 ""400만원""이 걸린 김된모의 700점 찍기 , 그 여정을 왼악이와 오악이가 함께 출발합니다",87842,1588,97,1748455203,20,Gaming,게임인기
2080,RYOMw9rwZPg,마플한테 점프맵 선생님이 있었다고??? 처음부터 잘한 거 아니었어...?,90935,2743,170,1748455203,20,Gaming,게임인기
2081,_60VbnfOV_A,"""세계 최초 25분 18렙"" 사이온은 더이상 탱커가 아닙니다. 레전드 레벨 버그 사이온 발생 🚨",101667,964,224,1748455203,20,Gaming,게임인기
2082,5UUjFcxFbEQ,시작하자마자 기적의 상점이 나왔습니다,100932,564,60,1748455203,20,Gaming,게임인기
2083,-iplBrHwouQ,대공미사일로 조져버리는 요격 미포 ㄷㄷ,111588,1077,69,1748455203,20,Gaming,게임인기
2084,UqnFL1zvVXM,활이 너프당했다고!? 활 랭킹 1등 소멸님 잡으러 가겠습니다..!,68302,898,169,1748455203,20,Gaming,게임인기
2085,Z4xVqkn-fQc,럼블을 왜 풀기 시작했는가 그리고 탑 니달리는 무슨 의미를 갖는가,136423,1233,319,1748455203,20,Gaming,게임인기
2086,qYFUZnKwnTw,나오세요 미친 고양이,129203,2505,146,1748455203,20,Gaming,게임인기
2087,YYvGUUZ0zOI,두근두근,96639,766,124,1748455203,20,Gaming,게임인기
2088,ERh3RZuxaSk,통통맨 듀오의 하노이 음식 정복기 - 베트남(下),830990,14881,1145,1748455203,19,Unknown,전체인기
2089,nvNnK2zzgN8,"[🔴속보] 사전투표 D-1 이재명 서울 신촌에서 한 표…""투표로 심판하자!""｜""재외국민 투표율 역대 최고"" / 연합뉴스TV(YonhapnewsTV)",1339,21,10,1748455204,25,News & Politics,키워드:속보
2090,4yR52tMqKdM,"🔴속보 | ‘단일화의 밤’ 놓친 한덕수, '내란의 밤’으로 출국금지! 경찰 ""진술과 달라""  | SBS 실시간 LIVE",32765,334,21,1748455204,25,News & Politics,키워드:속보
2091,Mas3QyV_UQE,"[🔴속보] 공천개입·주가조작·명품백…김건희 향하는 세 갈래 수사, 변곡점은? | ""檢, '샤넬 백' 제품·가격 특정""…대선 후 소환 가능성 / 연합뉴스TV(YonhapnewsTV)",22475,273,8,1748455204,25,News & Politics,키워드:속보
2092,6kstwSNOgi8,"[상지건설 주가 전망] *JTBC 긴급속보* 최대주주 22,850원에 170억 풀매수! 李 전대표 대통령 기대감에 재차 상승 구간 나온다! !대응필수 !완벽분석",637,16,0,1748455204,27,Unknown,키워드:속보
2093,atx1w2kKrx4,"[🔴속보]  '캡틴 아메리카' 복장 尹 지지자 1심서 징역 1년 6개월…법원 ""경찰 직무 극도로 경시하는 태도""｜""엄벌 필요"" / 연합뉴스TV(YonhapnewsTV)",7164,74,4,1748455204,25,News & Politics,키워드:속보
2094,DiMqqlJuWww,"[속보] ""김문수 후보 마이크 당장 끄세요!!"" 결국 긁혀버린 김문수 생방송 중 돌발행동 터지자 앵커도 열받았다",52547,1403,26,1748455204,25,News & Politics,키워드:속보
2095,ex4Kdf7qYR4,"[🔴속보] 이준석, '젓가락' 발언 향한 비판에 ""진보진영 위선…판단 못하는 후보들 자격 없어"" 격앙 / 연합뉴스TV(YonhapnewsTV)",27867,273,7,1748455204,25,News & Politics,키워드:속보
2096,wMh9zV6cOT8,(긴급 속보) 국가 철도 시설을 드론으로 무단 촬영하는 자임 (중국인 추정),469,4,1,1748455204,19,Unknown,키워드:속보
2097,UHMtKVjbtxc,"[속보] 한덕수, 김문수 지지 긴급 입장문 발표 #김문수 #한덕수 #박정희 #국민의힘 #shorts",15006,3782,164,1748455204,25,News & Politics,키워드:속보
2098,8toUuYPoiWM,"후쿠오카 쇼핑하울 💖 이세이미야케, 비비안웨스트우드, 단톤, 몽벨,  몬치치, 토미카, 헬로키티, 일본간식 추천템✨",2642,44,6,1748455205,22,Unknown,키워드:하울
2099,kTt9H2H2skg,🛍️ 파산핑이 되어 돌아온 닷닷닷 vol.4 하울  ♫꒰･‿･๑꒱,903,29,6,1748455205,22,Unknown,키워드:하울
2100,WHtQjHukDeA,[158/51kg] 5만원 이하 지그재그 17items 하울🩷(+인생템 발견✨),504,0,5,1748455205,26,Unknown,키워드:하울
2101,wJGLX3JZhNc,ul대 2025 인기 많은 쿠팡 하울 Top 10,0,0,1,1748455205,26,Unknown,키워드:하울
2102,1olGrDv6lbU,"우린 작지만, 주문 하나에 진심을 담습니다.#클라이밍 #홍대 #공방하울",934,4,1,1748455205,24,Unknown,키워드:하울
2103,xuMpW1T0QFk,유니클로 플러스사이즈 하울📦1~3만원대 여름 기본템 추천★여름 내내 입게 될 심플하면서도 흔하지 않은 아이템들로 12가지! | 빅사이즈 여름 코디 추천,11018,358,48,1748455205,26,Unknown,키워드:하울
